evento,url,fecha,lugar
UFC 14: Showdown,http://ufcstats.com/event-details/dc950d59dc590aca,27/7/1997,"Birmingham, Alabama, USA"
UFC 13: The Ultimate Force,http://ufcstats.com/event-details/5bd533d50c8e7b8a,30/5/1997,"Augusta, Georgia, USA"
UFC 12: Judgement Day,http://ufcstats.com/event-details/96eff1a628adcc7f,7/2/1997,"Dothan, Alabama, USA"
UFC - Ultimate Ultimate '96,http://ufcstats.com/event-details/9b5b5a75523728f3,7/12/1996,"Birmingham, Alabama, USA"
UFC 11: The Proving Ground,http://ufcstats.com/event-details/6ceff86fae4f6b3b,20/9/1996,"Augusta, Georgia, USA"
UFC 10: The Tournament,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,12/7/1996,"Birmingham, Alabama, USA"
UFC 9: Motor City Madness,http://ufcstats.com/event-details/a390eb8a9b2df298,17/5/1996,"Detroit, Michigan, USA"
UFC 8: David vs Goliath,http://ufcstats.com/event-details/b63e800c18e011b5,16/2/1996,"San Juan, Puerto Rico"
UFC - Ultimate Ultimate '95,http://ufcstats.com/event-details/31bbd46d57dfbcb7,16/12/1995,"Denver, Colorado, USA"
UFC 7: The Brawl in Buffalo,http://ufcstats.com/event-details/5af480a3b2e1726b,8/9/1995,"Buffalo, New York, USA"
UFC 6: Clash of the Titans,http://ufcstats.com/event-details/1c3f5e85b59ec710,14/7/1995,"Casper, Wyoming, USA"
UFC 5: The Return of the Beast,http://ufcstats.com/event-details/dedc3bb440d09554,7/4/1995,"Charlotte, North Carolina, USA"
UFC 4: Revenge of the Warriors,http://ufcstats.com/event-details/b60391da771deefe,16/12/1994,"Tulsa, Oklahoma, USA"
UFC 3: The American Dream,http://ufcstats.com/event-details/1a49e0670dfaca31,9/9/1994,"Charlotte, North Carolina, USA"
UFC 2: No Way Out,http://ufcstats.com/event-details/a6a9ab5a824e8f66,11/3/1994,"Denver, Colorado, USA"
